City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Alta Floresta,BR,-9.8756,-56.0861,295.08,93,74,1.12,broken clouds
346,Ulety,RU,51.3572,112.4849,277.92,55,100,5.07,overcast clouds
347,Talnakh,RU,69.4865,88.3972,269.65,91,100,2.04,light snow
348,Tura,IN,25.5198,90.2201,308.51,20,23,2.73,few clouds
349,Ixtapa,MX,20.7,-105.2,296.61,79,100,1.0,overcast clouds
350,Jacareacanga,BR,-6.2222,-57.7528,297.74,82,100,0.85,overcast clouds
351,Yumen,CN,40.2833,97.2,287.53,18,5,15.2,clear sky
352,Takoradi,GH,4.8845,-1.7554,299.07,89,100,4.12,light rain
353,Kyra,RU,49.5776,111.9753,271.73,88,100,8.44,snow
354,Nanortalik,GL,60.1432,-45.2371,272.81,96,53,1.4,broken clouds
355,Chuy,UY,-33.6971,-53.4616,288.25,95,57,2.63,broken clouds
356,Ankang,CN,32.68,109.0172,300.26,37,17,0.82,few clouds
357,Linjiang,CN,41.8069,126.9078,280.43,76,100,3.19,overcast clouds
358,Kargil,IN,34.5667,76.1,277.25,54,72,1.65,broken clouds
359,The Pas,CA,53.8251,-101.2541,274.16,93,100,0.0,fog
360,Belmonte,BR,-15.8631,-38.8828,296.12,91,18,1.7,few clouds
361,Grand-Santi,GF,4.25,-54.3833,295.31,99,100,0.39,light rain
362,Taoudenni,ML,22.6783,-3.9836,300.3,12,0,4.55,clear sky
363,Kavaratti,IN,10.5669,72.642,301.73,68,48,3.07,scattered clouds
364,Olafsvik,IS,64.8945,-23.7142,273.86,67,90,6.24,overcast clouds
365,Pirai Do Sul,BR,-24.5261,-49.9486,288.5,99,92,0.97,overcast clouds
366,Potsdam,DE,52.3989,13.0657,279.88,73,81,2.75,broken clouds
367,Nelson,NZ,-41.2833,173.2833,284.78,80,1,1.13,clear sky
368,Biak,ID,-0.9131,122.8766,302.2,70,79,1.25,broken clouds
369,Kostomuksha,RU,64.571,30.5767,274.45,100,100,4.54,overcast clouds
370,Hermosillo,MX,29.0667,-110.9667,296.95,42,0,1.34,clear sky
371,Airai,TL,-8.9266,125.4092,294.11,84,98,0.94,overcast clouds
372,Waddan,LY,29.1614,16.139,294.9,27,0,2.0,clear sky
373,Mykolayiv,UA,46.9659,31.9974,284.06,84,99,5.57,overcast clouds
374,Alamosa,US,37.4695,-105.87,272.14,69,0,2.57,clear sky
375,Kushmurun,KZ,52.4503,64.6311,295.29,28,100,8.47,overcast clouds
376,Ayia Varvara,CY,34.9971,33.3683,292.24,52,57,1.67,broken clouds
377,Kivsharivka,UA,49.6213,37.7036,287.8,67,77,5.49,broken clouds
378,Ures,MX,29.4333,-110.4,293.69,39,0,1.2,clear sky
379,Hualmay,PE,-11.0964,-77.6139,296.37,84,59,4.04,broken clouds
380,Kahului,US,20.8947,-156.47,296.16,87,75,5.66,moderate rain
381,Surovatikha,RU,55.7652,43.8984,285.21,78,87,5.27,overcast clouds
382,Wawa,NG,9.9022,4.4192,298.95,69,99,3.45,overcast clouds
383,Vestmannaeyjar,IS,63.4427,-20.2734,276.43,77,100,6.79,overcast clouds
384,Yashkul,RU,46.1711,45.3435,293.35,39,35,6.43,scattered clouds
385,Sorong,ID,-0.8833,131.25,302.12,76,91,3.13,overcast clouds
386,College,US,64.8569,-147.8028,276.33,55,75,2.06,broken clouds
387,Atar,MR,20.5169,-13.0499,301.74,24,0,2.54,clear sky
388,Balikpapan,ID,-1.2675,116.8289,304.7,66,20,2.06,few clouds
389,Algiers,DZ,36.7525,3.042,283.05,87,0,0.51,clear sky
390,Havre-Saint-Pierre,CA,50.2334,-63.5986,274.35,93,100,2.06,overcast clouds
391,Gatton,AU,-27.55,152.2833,295.17,52,87,3.58,overcast clouds
392,Acapulco,MX,16.8634,-99.8901,301.05,74,75,3.09,broken clouds
393,Ocos,GT,14.5094,-92.1933,301.11,70,93,2.78,overcast clouds
394,Kurtalan,TR,37.9272,41.7028,288.57,77,40,0.51,scattered clouds
395,Hami,CN,42.8,93.45,292.48,13,41,14.9,scattered clouds
396,Coahuayana,MX,18.7333,-103.6833,295.34,71,98,0.81,overcast clouds
397,Svetlaya,RU,46.5389,138.3297,283.87,42,66,7.12,broken clouds
398,Salinopolis,BR,-0.6136,-47.3561,298.09,88,99,1.69,light rain
399,Korla,CN,41.7597,86.1469,291.54,17,0,3.95,clear sky
400,Otukpo,NG,7.1913,8.1329,298.06,85,99,2.02,overcast clouds
401,Kirkwall,GB,58.9848,-2.9587,272.18,86,20,0.0,few clouds
402,Kapuskasing,CA,49.4169,-82.4331,274.15,86,100,2.57,overcast clouds
403,Ketchikan,US,55.3422,-131.6461,280.41,70,100,3.09,overcast clouds
404,Myanaung,MM,18.2833,95.3167,313.39,18,2,1.75,clear sky
405,Bandarbeyla,SO,9.4942,50.8122,304.07,64,31,4.34,scattered clouds
406,Jalingo,NG,8.8833,11.3667,300.84,62,97,4.26,overcast clouds
407,Najran,SA,17.4924,44.1277,296.51,30,28,0.63,scattered clouds
408,Mandera,KE,3.9366,41.867,302.58,61,49,5.22,scattered clouds
409,Along,IN,28.1667,94.7667,304.71,31,71,0.67,broken clouds
410,Moussoro,TD,13.6408,16.4901,303.87,12,7,2.49,clear sky
411,Fairbanks,US,64.8378,-147.7164,276.34,54,75,2.06,broken clouds
412,Chicama,PE,-7.8447,-79.1469,295.45,81,92,2.14,overcast clouds
413,Dikson,RU,73.5069,80.5464,267.61,81,100,6.38,overcast clouds
414,Whitehorse,CA,60.7161,-135.0538,275.58,60,75,6.69,broken clouds
415,Richards Bay,ZA,-28.783,32.0377,296.45,80,2,6.61,clear sky
416,Laela,TZ,-8.5667,32.05,289.67,86,81,1.98,broken clouds
417,Geraldton,AU,-28.7667,114.6,296.38,53,16,9.26,few clouds
418,Muscat,OM,23.6139,58.5922,304.16,51,42,1.5,scattered clouds
419,Bobrov,RU,51.0961,40.0333,288.95,60,96,4.03,overcast clouds
420,Saraza,PH,8.7356,117.78,303.55,67,65,4.08,broken clouds
421,Batagay,RU,67.6333,134.6333,273.11,88,91,0.38,overcast clouds
422,Mudgee,AU,-32.5943,149.5871,296.36,33,0,1.55,clear sky
423,Havoysund,NO,70.9963,24.6622,278.28,82,75,5.42,broken clouds
424,Muzhi,RU,65.3667,64.6667,271.04,84,42,3.29,scattered clouds
425,Manga,BF,11.6636,-1.0731,302.09,48,87,4.14,overcast clouds
426,Dajal,PK,29.5577,70.3762,308.61,14,100,2.67,overcast clouds
427,Kambove,CD,-10.8764,26.5969,288.36,80,91,2.67,overcast clouds
428,General Roca,AR,-39.0333,-67.5833,289.3,36,100,3.58,overcast clouds
429,Isangel,VU,-19.55,169.2667,300.16,73,64,3.33,broken clouds
430,Bahia Blanca,AR,-38.7196,-62.2724,286.05,75,39,2.3,scattered clouds
431,Papayal,PE,-4.0761,-80.7361,296.46,92,100,1.85,moderate rain
432,Sisimiut,GL,66.9395,-53.6735,270.98,87,58,4.55,broken clouds
433,Mwene-Ditu,CD,-7.0,23.45,293.1,94,100,0.97,light rain
434,Iguape,BR,-24.7081,-47.5553,293.16,91,2,3.75,clear sky
435,Polonne,UA,50.1242,27.5109,278.01,83,77,6.16,broken clouds
436,Beringovskiy,RU,63.05,179.3167,267.11,75,5,5.23,clear sky
437,Chateaubelair,VC,13.2833,-61.25,298.33,81,17,3.96,light rain
438,Iisalmi,FI,63.5592,27.1907,280.72,90,80,4.45,broken clouds
439,Rawson,AR,-43.3002,-65.1023,286.26,74,48,5.41,scattered clouds
440,Oranjemund,NA,-28.55,16.4333,287.03,84,41,1.08,scattered clouds
441,Bell Ville,AR,-32.6259,-62.6887,288.52,68,28,2.57,scattered clouds
442,Minatitlan,MX,17.9833,-94.5167,298.29,68,100,2.43,overcast clouds
443,Frontera,MX,26.9333,-101.45,297.77,56,59,0.89,broken clouds
444,Hobyo,SO,5.3505,48.5268,303.77,67,9,4.03,light rain
445,Grenada,ES,37.1882,-3.6067,290.19,45,0,1.03,clear sky
446,Ashland,US,40.8167,-82.2665,276.54,79,8,2.23,clear sky
447,Hwange,ZW,-18.3693,26.5019,294.1,47,5,1.89,clear sky
448,Lorengau,PG,-2.0226,147.2712,302.02,74,99,1.64,overcast clouds
449,Brasilia De Minas,BR,-16.2064,-44.4333,291.56,67,1,2.25,clear sky
450,Lebedinyy,RU,58.5167,125.5167,273.52,55,48,1.54,scattered clouds
451,Alice Springs,AU,-23.7,133.8833,303.9,29,96,3.6,overcast clouds
452,Tabuk,PH,17.4189,121.4443,305.42,52,46,0.77,scattered clouds
453,Senanga,ZM,-16.1167,23.2667,292.54,43,15,2.92,few clouds
454,Eskil,TR,38.4017,33.4131,284.01,70,100,7.54,light rain
455,Port Said,EG,31.2565,32.2841,291.14,77,0,1.03,clear sky
456,Gazanjyk,TM,39.2446,55.5154,296.3,53,100,2.23,overcast clouds
457,Mae Sai,TH,20.4335,99.8762,310.45,29,6,2.58,clear sky
458,Port Hedland,AU,-20.3167,118.5667,304.18,40,100,5.66,overcast clouds
459,Yerbogachen,RU,61.2767,108.0108,274.86,100,100,1.95,light snow
460,Bonthe,SL,7.5264,-12.505,298.91,86,93,2.39,overcast clouds
461,Asau,RO,46.4333,26.4,279.66,70,87,2.65,overcast clouds
462,Mlonggo,ID,-6.5333,110.7,302.85,72,100,2.52,overcast clouds
463,Colonia,DE,50.9333,6.95,279.24,79,0,2.06,clear sky
464,Natal,BR,-5.795,-35.2094,297.51,94,40,3.09,scattered clouds
465,Taunton,GB,51.0211,-3.1047,283.37,90,99,1.79,overcast clouds
466,Kinloss,GB,57.6349,-3.5701,278.33,83,75,3.09,light rain
467,Doha,QA,25.2867,51.5333,302.14,40,0,3.09,clear sky
468,Thanh Hoa,VN,19.8,105.7667,302.41,60,64,4.92,broken clouds
469,Barkhera,IN,28.45,79.8,308.81,15,100,2.15,overcast clouds
470,Ibia,BR,-19.4783,-46.5389,290.88,83,63,0.6,broken clouds
471,Lokosovo,RU,61.1333,74.8167,278.54,100,100,3.65,light rain
472,Kununurra,AU,-15.7667,128.7333,308.14,38,55,2.06,broken clouds
473,Pak Phanang,TH,8.3511,100.202,309.16,59,80,5.49,broken clouds
474,Angoram,PG,-4.0625,144.0661,302.0,87,53,1.49,broken clouds
475,Cap Malheureux,MU,-19.9842,57.6142,300.63,73,44,2.24,scattered clouds
476,Nelson Bay,AU,-32.7167,152.15,297.18,70,36,4.47,scattered clouds
477,Sola,VU,-13.8833,167.55,300.9,69,6,1.86,clear sky
478,Enshi,CN,30.3,109.4833,291.19,76,96,1.92,overcast clouds
479,Eureka,US,40.8021,-124.1637,289.68,89,74,0.21,broken clouds
480,Gornopravdinsk,RU,60.05,69.9,289.46,57,100,4.53,overcast clouds
481,Leshukonskoye,RU,64.8989,45.7622,273.07,94,45,3.4,scattered clouds
482,Luau,AO,-10.7073,22.2247,290.43,73,67,1.44,broken clouds
483,Aksarka,RU,66.5606,67.7975,268.86,93,100,4.37,overcast clouds
484,Bilma,NE,18.6853,12.9164,302.23,10,71,5.79,broken clouds
485,Derzhavinsk,KZ,51.1,66.3167,295.38,24,70,6.32,broken clouds
486,Santa Fe,AR,-31.6333,-60.7,291.47,89,2,0.45,light rain
487,Savonlinna,FI,61.8699,28.88,283.18,62,0,3.6,clear sky
488,Dryden,CA,49.7833,-92.7503,274.31,100,100,3.6,snow
489,Fortuna,US,40.5982,-124.1573,283.52,89,70,0.66,broken clouds
490,Eden,US,36.4885,-79.7667,286.91,100,75,0.0,broken clouds
491,Praia Da Vitoria,PT,38.7333,-27.0667,289.68,82,40,9.49,scattered clouds
492,Barranca,PE,-10.75,-77.7667,296.53,82,85,3.7,overcast clouds
493,Yongan,CN,39.6957,113.6871,289.49,31,100,8.85,light rain
494,Gushikawa,JP,26.3544,127.8686,296.92,61,75,6.17,broken clouds
495,Moron,AR,-34.6534,-58.6198,291.01,97,4,2.47,clear sky
496,Itaueira,BR,-7.6033,-43.0256,299.05,61,97,2.15,overcast clouds
497,Shache,CN,38.4167,77.2406,292.08,28,100,2.72,overcast clouds
498,Haines Junction,CA,60.7522,-137.5108,277.12,35,65,2.57,broken clouds
499,Beyneu,KZ,45.3167,55.2,294.76,56,100,3.48,overcast clouds
500,Humberto De Campos,BR,-2.5983,-43.4611,296.14,97,100,1.7,overcast clouds
501,Awjilah,LY,29.1081,21.2869,295.68,28,0,4.51,clear sky
502,Puerto Escondido,MX,15.85,-97.0667,299.22,79,99,3.39,overcast clouds
503,Kaseda,JP,31.4167,130.3167,292.52,64,100,3.35,overcast clouds
504,Gwadar,PK,25.1216,62.3254,300.9,63,53,2.74,broken clouds
505,Maroantsetra,MG,-15.4333,49.7333,298.4,88,82,2.8,light rain
506,Bhainsa,IN,26.9548,76.9012,308.76,18,67,3.28,broken clouds
507,Luanda,AO,-8.8368,13.2343,298.15,88,100,1.03,overcast clouds
508,Kunming,CN,25.0389,102.7183,297.11,29,0,14.0,clear sky
509,Fairmont,US,39.4851,-80.1426,281.8,75,83,1.44,broken clouds
510,Ranau,MY,5.9538,116.6641,301.39,69,97,1.36,overcast clouds
511,Jalu,LY,29.0331,21.5482,295.93,27,0,4.76,clear sky
512,Muli,MV,2.9167,73.5667,302.02,72,96,2.39,overcast clouds
513,West Fargo,US,46.875,-96.9004,277.15,93,0,1.54,mist
514,Torbay,CA,47.6666,-52.7314,274.58,91,100,5.66,light snow
515,Yenagoa,NG,4.9247,6.2642,298.1,93,100,1.48,light rain
516,Durant,US,33.994,-96.3708,287.35,95,100,3.09,mist
517,Lipin Bor,RU,60.2622,37.9763,279.91,96,100,2.68,overcast clouds
518,Kodinar,IN,20.7903,70.7031,303.69,52,51,4.99,broken clouds
519,Inuvik,CA,68.3499,-133.7218,267.63,53,20,4.12,few clouds
520,Necochea,AR,-38.5473,-58.7368,286.11,90,0,3.31,clear sky
521,Petatlan,MX,17.5167,-101.2667,296.46,77,83,1.33,broken clouds
522,Riviere-Au-Renard,CA,48.9957,-64.3971,273.31,84,100,0.99,overcast clouds
523,Hurricane,US,37.1753,-113.2899,293.41,30,35,4.03,scattered clouds
524,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,293.96,82,14,1.08,few clouds
525,Ryotsu,JP,38.0833,138.4333,286.61,59,8,1.06,clear sky
526,Guozhen,CN,34.3659,107.359,298.9,34,14,2.56,few clouds
527,Yatou,CN,37.15,122.3833,288.47,52,1,8.96,clear sky
528,Maumere,ID,-8.6199,122.2111,302.31,74,95,3.31,heavy intensity rain
529,Karabuk,TR,41.2049,32.6277,288.48,73,96,0.72,overcast clouds
530,Ardakan,IR,32.31,54.0175,293.64,39,100,3.37,overcast clouds
531,Gombong,ID,-7.6072,109.5142,303.0,70,85,2.93,overcast clouds
532,Krasnovishersk,RU,60.4078,57.082,283.81,90,80,2.85,light rain
533,Cananea,MX,30.95,-110.3,284.4,22,0,1.95,clear sky
534,Tessalit,ML,20.1986,1.0114,298.49,14,0,1.39,clear sky
535,Gander,CA,48.9682,-54.5906,273.24,93,100,5.14,light snow
536,Trelew,AR,-43.249,-65.3051,285.53,72,50,3.08,scattered clouds
537,Praya,CV,14.9215,-23.5087,295.45,73,75,6.69,broken clouds
538,Bhandara,IN,21.1667,79.65,306.78,33,63,4.44,broken clouds
539,Itaporanga,BR,-7.3044,-38.1503,296.78,81,92,1.61,overcast clouds
540,Lavrentiya,RU,65.5833,-171.0,262.73,80,35,3.04,scattered clouds
541,Namatanai,PG,-3.6667,152.4333,302.19,72,51,2.43,broken clouds
542,Luangwa,ZM,-15.6167,30.4167,295.65,70,23,2.8,few clouds
543,Vila Praia De Ancora,PT,41.811,-8.8526,288.21,86,100,1.73,overcast clouds
544,Fort Saint James,CA,54.4333,-124.25,272.02,83,8,1.62,clear sky
545,Erenhot,CN,43.6475,111.9767,284.87,9,92,4.58,overcast clouds
546,Catamarca,AR,-28.4696,-65.7852,289.69,78,0,3.41,clear sky
547,Kabompo,ZM,-13.5927,24.2008,289.13,68,47,2.72,scattered clouds
548,Sembakung,ID,3.8167,117.25,303.49,72,89,1.28,overcast clouds
549,Cap-Aux-Meules,CA,47.3821,-61.8597,275.16,93,93,2.06,overcast clouds
550,Stornoway,GB,58.2093,-6.3865,279.13,74,75,4.12,light rain
551,Oltu,TR,40.5498,42.0013,284.47,71,100,2.84,overcast clouds
552,Dunedin,NZ,-45.8742,170.5036,285.25,85,14,0.95,few clouds
553,Pedra Azul,BR,-16.0053,-41.2972,291.2,98,77,0.72,broken clouds
554,San Juan,AR,-31.5375,-68.5364,292.12,47,19,0.84,few clouds
555,Denpasar,ID,-8.65,115.2167,303.96,74,40,7.2,scattered clouds
556,Steyregg,AT,48.2851,14.37,280.47,68,20,1.54,few clouds
557,Kula,TR,38.5473,28.6498,284.02,71,93,1.27,overcast clouds
558,Zalesovo,RU,53.9939,84.7431,285.08,78,100,3.85,overcast clouds
559,Pavullo Nel Frignano,IT,44.3315,10.835,285.18,60,8,3.6,clear sky
560,Wah,PK,33.798,72.6957,302.6,26,12,1.12,few clouds
561,Perth,AU,-31.9333,115.8333,294.08,63,75,6.69,broken clouds
562,Mazsalaca,LV,57.8633,25.0547,278.61,83,100,2.92,overcast clouds
563,Los Llanos De Aridane,ES,28.6585,-17.9182,289.89,60,0,2.24,clear sky
564,Pout,SN,14.7739,-17.0603,293.57,100,40,6.17,scattered clouds
565,Khorol,UA,49.7837,33.2783,284.6,86,100,3.72,moderate rain
566,Ferrol,ES,43.4832,-8.2369,289.1,95,100,2.18,overcast clouds
567,Gryazovets,RU,58.88,40.2525,282.08,96,100,1.65,light rain
568,Anshun,CN,26.25,105.9333,295.51,55,93,7.4,overcast clouds
569,Husavik,IS,66.0449,-17.3389,270.33,62,51,1.66,broken clouds
570,Thinadhoo,MV,0.5333,72.9333,302.16,70,100,2.55,overcast clouds
571,Karratha,AU,-20.7377,116.8463,302.64,39,100,3.72,overcast clouds
572,Raudeberg,NO,61.9875,5.1352,276.96,71,89,7.96,overcast clouds
573,Edgewater,US,28.9889,-80.9023,297.2,86,1,2.91,clear sky
574,Saint-Denis,FR,48.9167,2.3333,284.03,82,100,2.57,overcast clouds
575,Reyes,BO,-14.3167,-67.3833,295.6,98,54,0.55,broken clouds
576,Garowe,SO,8.4054,48.4845,303.3,51,54,2.22,broken clouds
577,Kuandian,CN,40.7286,124.7847,283.92,47,99,5.37,overcast clouds
578,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,288.41,82,0,0.74,clear sky
579,Termiz,UZ,37.2242,67.2783,298.2,29,0,5.14,clear sky
580,Grand Gaube,MU,-20.0064,57.6608,300.58,73,42,2.24,scattered clouds
581,Zolotkovo,RU,55.5281,41.1053,287.24,68,5,2.77,clear sky
582,Tottori,JP,35.5,134.2333,289.19,63,20,4.12,few clouds
583,Sambava,MG,-14.2667,50.1667,300.46,74,22,5.76,light rain
584,Bathsheba,BB,13.2167,-59.5167,299.49,94,40,3.6,light rain
585,Grand-Lahou,CI,5.1367,-5.0242,299.11,88,99,4.38,overcast clouds
586,Asilah,MA,35.465,-6.0348,294.13,45,87,3.28,overcast clouds
587,Zolotyy Potik,UA,48.9095,25.3393,277.12,78,50,5.72,scattered clouds
588,Iquitos,PE,-3.7481,-73.2472,298.17,94,100,0.0,overcast clouds
589,Rio Muerto,MX,27.4167,-110.2333,293.82,62,0,2.34,clear sky
590,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,295.97,90,86,0.7,overcast clouds
591,Coihaique,CL,-45.5752,-72.0662,278.49,97,87,2.18,overcast clouds
592,Fukuma,JP,33.7667,130.4667,296.64,57,40,3.26,scattered clouds
593,Tilichiki,RU,60.4667,166.1,269.9,83,7,2.1,clear sky
594,Dmitriyevskoye,RU,45.8053,41.8967,290.65,54,93,8.48,overcast clouds
595,Paramonga,PE,-10.6667,-77.8333,296.89,84,82,3.94,broken clouds
596,Anantapur,IN,14.6833,77.6,307.22,39,5,3.43,clear sky
597,Champerico,GT,14.3,-91.9167,301.4,69,95,2.29,overcast clouds
598,Taltal,CL,-25.4,-70.4833,289.62,87,6,0.93,clear sky
599,Malatya,TR,38.5,38.0,287.18,51,75,1.54,broken clouds
600,Batagay-Alyta,RU,67.8006,130.4114,271.8,81,85,3.0,overcast clouds
601,Salihorsk,BY,52.7876,27.5415,278.4,74,95,6.36,overcast clouds
602,Guerrero Negro,MX,27.9769,-114.0611,287.85,85,0,4.55,clear sky
603,Conceicao Do Araguaia,BR,-8.2578,-49.2647,296.44,70,99,1.01,overcast clouds
604,Melilla,ES,35.2937,-2.9383,291.36,100,100,1.54,mist
605,Baykit,RU,61.67,96.37,275.38,84,100,4.05,light rain
606,Coolum Beach,AU,-26.5333,153.1,296.54,85,85,5.32,overcast clouds
607,Mwinilunga,ZM,-11.7358,24.4293,289.2,70,89,3.07,overcast clouds
608,Ciuruleasa,RO,46.25,23.0333,279.56,47,24,1.17,few clouds
609,Lososina,RU,48.9975,140.3106,280.0,50,83,3.1,broken clouds
610,Tianpeng,CN,30.9866,103.9393,297.41,43,25,1.79,scattered clouds
611,Tual,ID,-5.6667,132.75,301.92,75,92,5.3,overcast clouds
612,Katsuura,JP,35.1333,140.3,290.03,56,0,4.67,clear sky
613,Muriti,TZ,-1.9833,32.9167,295.88,79,94,4.44,light rain
614,Sahuaripa,MX,29.05,-109.2333,293.19,22,0,2.74,clear sky
615,Tegh,AM,39.5579,46.4772,288.14,51,13,2.07,few clouds
616,Asfi,MA,32.2994,-9.2372,294.59,51,75,3.9,broken clouds
617,Treinta Y Tres,UY,-33.2333,-54.3833,286.24,93,1,2.83,clear sky
618,Ucluelet,CA,48.9329,-125.5528,281.53,91,100,2.49,overcast clouds
619,Bardiyah,LY,31.7561,25.0865,291.77,71,1,8.23,clear sky
620,Badarganj,BD,25.674,89.0549,311.32,18,32,2.52,scattered clouds
621,Ormoz,SI,46.4114,16.1544,281.64,72,98,0.63,overcast clouds
622,Ishinomaki,JP,38.4167,141.3,292.15,40,0,8.44,clear sky
623,Ust-Kut,RU,56.7938,105.7672,276.41,61,100,3.7,overcast clouds
624,Brnakot,AM,39.497,45.9731,286.98,42,28,1.29,scattered clouds
625,Umm Kaddadah,SD,13.6017,26.6876,301.66,45,91,6.65,light rain
626,Male,MV,4.1748,73.5089,304.12,74,75,3.6,broken clouds
627,Davidson,US,36.1501,-86.7833,287.24,83,40,2.24,scattered clouds
628,Roebourne,AU,-20.7833,117.1333,302.73,43,100,3.89,overcast clouds
629,Kapit,MY,2.0167,112.9333,305.91,55,98,1.23,overcast clouds
630,Marapanim,BR,-0.7175,-47.6997,296.06,96,90,1.09,overcast clouds
631,Pascagoula,US,30.3658,-88.5561,296.18,93,75,1.54,broken clouds
632,Seoul,KR,37.5683,126.9778,294.81,38,0,3.09,clear sky
633,Baft,IR,29.234,56.6057,289.84,36,88,8.13,overcast clouds
634,Stara Vyzhivka,UA,51.4376,24.44,278.81,62,59,5.1,broken clouds
635,Bethal,ZA,-26.4579,29.4655,289.56,67,15,3.69,few clouds
636,Caohai,CN,26.8661,104.2841,297.37,24,14,5.65,few clouds
637,Kerewan,GM,13.4898,-16.0888,295.63,62,97,2.66,overcast clouds
638,Vostok,RU,46.4856,135.8833,278.39,56,99,3.38,overcast clouds
639,Weihai,CN,37.5017,122.1136,289.34,53,2,9.64,clear sky
640,Merauke,ID,-8.4667,140.3333,302.16,75,89,5.65,overcast clouds
641,Muyezerskiy,RU,63.9333,31.65,275.77,100,100,4.17,overcast clouds
642,Ikot Ekpene,NG,5.1794,7.7108,297.41,93,100,1.12,moderate rain
643,Nantucket,US,41.2835,-70.0995,276.21,87,75,1.54,broken clouds
644,Zhoucheng,CN,35.9122,116.3117,299.69,31,0,8.41,clear sky
645,Santa Rosa,PH,14.3122,121.1114,308.14,65,17,6.5,few clouds
646,Rio Gallegos,AR,-51.6226,-69.2181,278.18,60,0,4.12,clear sky
647,Villa Constitucion,AR,-33.2278,-60.3297,290.92,83,38,1.43,scattered clouds
648,Partur,IN,19.6,76.2167,306.5,35,19,3.12,few clouds
649,Uray,RU,60.1247,64.7758,290.04,51,100,6.38,overcast clouds
650,Paamiut,GL,61.994,-49.6678,273.92,91,100,3.57,overcast clouds
651,Ushtobe,KZ,45.2514,77.9838,295.17,19,0,10.79,clear sky
652,Mata,PT,40.683,-7.4592,287.95,50,100,1.3,overcast clouds
653,Ornskoldsvik,SE,63.2909,18.7153,274.68,100,100,2.57,fog
654,Greenwood,US,34.1668,-82.1165,286.64,61,100,2.57,mist
655,La Asuncion,VE,11.0333,-63.8628,299.0,89,57,4.12,broken clouds
656,Ambunti,PG,-4.2365,142.8448,303.97,67,50,0.89,scattered clouds
657,Mujiayingzi,CN,42.1167,118.7833,294.49,22,100,5.89,overcast clouds
658,Abu Dhabi,AE,24.4667,54.3667,301.45,56,0,2.06,clear sky
659,El Alto,PE,-4.2714,-81.2147,296.89,84,100,4.87,light rain
660,Coos Bay,US,43.3665,-124.2179,285.33,89,0,2.06,clear sky
661,West Bay,KY,19.3667,-81.4167,299.26,83,71,0.45,broken clouds
662,Bulusan,PH,12.7518,124.1373,303.01,66,99,4.66,overcast clouds
663,Huaicheng,CN,23.9051,112.1931,296.66,73,89,2.19,overcast clouds
664,Altamira,BR,-3.2033,-52.2064,295.45,100,100,2.26,overcast clouds
665,Port Hueneme,US,34.1478,-119.1951,293.03,95,100,3.09,fog
666,Halifax,CA,44.6453,-63.5724,277.42,91,100,0.65,moderate rain
667,Berberati,CF,4.2612,15.7922,293.99,94,75,4.12,broken clouds
668,Royan,FR,45.6285,-1.0281,285.25,90,100,2.61,light rain
669,Srednekolymsk,RU,67.45,153.6833,272.92,79,98,1.91,overcast clouds
670,Trinidad,BO,-14.8333,-64.9,296.21,91,3,0.49,clear sky
671,Terney,RU,45.0503,136.6092,285.36,45,62,7.08,broken clouds
672,Maningrida,AU,-12.0667,134.2667,303.28,64,100,4.83,overcast clouds
673,Buckeye,US,33.3703,-112.5838,298.05,17,0,2.06,clear sky
674,Huescar,ES,37.811,-2.5412,290.41,27,100,1.82,overcast clouds
675,Baghdad,IQ,33.3406,44.4009,298.1,31,9,3.09,clear sky
676,Unnao,IN,26.5333,80.5,305.14,15,94,2.98,overcast clouds
677,Jieshi,CN,22.8134,115.8257,296.27,69,50,7.26,scattered clouds
678,Sioux Lookout,CA,50.1001,-91.917,274.19,93,100,2.06,mist
679,Christchurch,NZ,-43.5333,172.6333,286.99,65,0,3.09,clear sky
680,Sangar,RU,63.9242,127.4739,277.33,69,56,5.62,broken clouds
681,Acarau,BR,-2.8856,-40.12,298.21,87,93,2.07,heavy intensity rain
682,Aldan,RU,58.6031,125.3894,276.54,45,49,1.53,scattered clouds
683,Pinyug,RU,60.251,47.7842,282.64,95,100,2.36,overcast clouds
684,Nabire,ID,-3.3667,135.4833,302.57,74,51,2.28,broken clouds
685,Jackson,US,42.4165,-122.8345,293.68,54,0,2.06,clear sky
686,La Ronge,CA,55.1001,-105.2842,276.29,93,100,4.12,light rain
687,Honiara,SB,-9.4333,159.95,301.84,74,84,1.23,broken clouds
688,Pombas,CV,17.1503,-25.0201,294.03,77,13,3.81,few clouds
689,Sobolevo,RU,54.4299,31.8996,285.59,82,99,4.7,overcast clouds
690,Novovarshavka,RU,54.1721,74.6946,295.77,25,100,7.56,overcast clouds
691,Arnoldstein,AT,46.5461,13.71,281.96,91,97,0.98,overcast clouds
692,Naze,JP,28.3667,129.4833,293.66,60,13,4.7,few clouds
693,Fort-Shevchenko,KZ,44.5086,50.263,289.96,75,1,0.85,clear sky
694,Kangavar,IR,34.5043,47.9653,289.9,27,0,0.06,clear sky
695,Palmas Bellas,PA,9.2319,-80.0867,296.74,78,54,1.17,broken clouds
