City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Swan Hill,AU,2022-12-21 20:47:12,-35.3378,143.5544,66.49,57,98,3.74
295,Gwadar,PK,2022-12-21 20:44:27,25.1216,62.3254,66.69,27,0,12.59
296,Sinegorye,RU,2022-12-21 20:48:23,62.0788,150.477,-1.39,99,92,0.98
297,Zhigalovo,RU,2022-12-21 20:48:24,54.8097,105.1578,0.19,99,100,2.86
298,Veseloyarsk,RU,2022-12-21 20:48:24,51.2836,81.1056,19.9,82,100,25.99
299,Beberibe,BR,2022-12-21 20:48:24,-4.1797,-38.1306,79.57,75,15,8.95
300,Tashtyp,RU,2022-12-21 20:48:25,52.7939,89.8983,12.85,93,100,2.98
301,Bengkulu,ID,2022-12-21 20:48:25,-3.8004,102.2655,75.52,86,100,8.25
302,Mahebourg,MU,2022-12-21 20:48:26,-20.4081,57.7,76.24,78,40,3.44
303,San Quintin,MX,2022-12-21 20:48:26,30.4833,-115.95,64.6,49,0,5.66
304,Sao Jose Da Coroa Grande,BR,2022-12-21 20:48:27,-8.8978,-35.1478,79.61,75,55,13.13
305,Carlyle,US,2022-12-21 20:43:54,38.6103,-89.3726,41.09,74,100,5.73
306,Iquique,CL,2022-12-21 20:47:29,-20.2208,-70.1431,73.44,71,68,9.4
307,Acajutla,SV,2022-12-21 20:48:28,13.5928,-89.8275,84.6,58,4,6.89
308,Rorvik,NO,2022-12-21 20:48:29,64.8621,11.2373,37.51,87,75,9.22
309,Ialibu,PG,2022-12-21 20:48:29,-6.2821,143.9935,58.14,97,100,1.79
310,Esperance,AU,2022-12-21 20:48:30,-33.8667,121.9,58.66,86,52,7.87
311,Gat,IL,2022-12-21 20:48:30,31.61,34.7642,61.39,100,93,3.87
312,Aripuana,BR,2022-12-21 20:48:31,-9.1667,-60.6333,76.44,86,100,2.28
313,Riyadh,SA,2022-12-21 20:45:36,24.6877,46.7219,59.14,38,17,9.01
314,Kenora,CA,2022-12-21 20:48:31,49.8167,-94.4337,-12.03,77,100,2.3
315,Rocha,UY,2022-12-21 20:48:32,-34.4833,-54.3333,75.11,48,5,18.37
316,Comodoro Rivadavia,AR,2022-12-21 20:48:32,-45.8667,-67.5,73.26,40,40,18.41
317,Buala,SB,2022-12-21 20:48:33,-8.145,159.5921,81.57,81,61,5.28
318,Klaksvik,FO,2022-12-21 20:48:33,62.2266,-6.589,40.12,84,100,34.92
319,Pedernales,DO,2022-12-21 20:48:34,18.0384,-71.744,82.06,61,9,4.23
320,Tikhvin,RU,2022-12-21 20:48:35,59.6451,33.5294,32.22,99,100,8.57
321,Vaitape,PF,2022-12-21 20:48:35,-16.5167,-151.75,81.07,77,100,20.07
322,Shimoda,JP,2022-12-21 20:48:35,34.6667,138.95,46.11,92,100,4.99
323,Tefe,BR,2022-12-21 20:48:36,-3.3542,-64.7114,84.31,79,40,0.0
324,Quang Ngai,VN,2022-12-21 20:54:18,15.1167,108.8,66.47,91,95,8.05
325,Chibombo,ZM,2022-12-21 20:56:35,-14.6569,28.0706,65.14,92,91,6.31
326,Paramonga,PE,2022-12-21 20:56:36,-10.6667,-77.8333,73.78,77,86,10.87
327,Nosy Varika,MG,2022-12-21 20:56:37,-20.5833,48.5333,76.05,94,98,6.11
328,Urazovo,RU,2022-12-21 20:56:39,50.0836,38.0395,32.38,87,100,6.17
329,Gazanjyk,TM,2022-12-21 20:56:40,39.2446,55.5154,33.76,56,19,13.15
330,Fukue,JP,2022-12-21 20:56:41,32.6881,128.8419,49.23,63,92,28.48
331,Huntington Beach,US,2022-12-21 20:55:07,33.6603,-117.9992,76.96,52,0,3.0
332,Ulladulla,AU,2022-12-21 20:56:42,-35.35,150.4667,61.77,69,99,4.76
333,Havelock,US,2022-12-21 20:56:43,34.8791,-76.9013,48.99,75,100,4.0
334,Walvis Bay,NA,2022-12-21 20:56:44,-22.9575,14.5053,65.35,82,29,10.36
335,Evensk,RU,2022-12-21 20:56:45,61.95,159.2333,24.76,42,0,36.84
336,Bathsheba,BB,2022-12-21 20:56:46,13.2167,-59.5167,83.01,83,40,18.41
337,Shitanjing,CN,2022-12-21 20:56:47,39.2342,106.3439,16.56,67,0,3.47
338,Zelenoborsk,RU,2022-12-21 20:56:49,61.4669,64.0333,-23.15,94,5,3.98
339,Laguna,US,2022-12-21 20:56:50,38.421,-121.4238,57.02,100,100,4.68
340,Berlevag,NO,2022-12-21 20:56:52,70.8578,29.0864,23.0,86,100,2.3
341,Nchelenge,ZM,2022-12-21 20:56:54,-9.3451,28.734,68.45,89,100,5.21
342,Thompson,CA,2022-12-21 20:56:55,55.7435,-97.8558,-3.84,71,100,12.66
343,Tonstad,NO,2022-12-21 20:56:57,58.6626,6.7169,41.2,99,100,6.91
344,Mangrol,IN,2022-12-21 20:56:58,21.1167,70.1167,70.72,38,0,11.21
345,Kieta,PG,2022-12-21 20:56:59,-6.2167,155.6333,81.43,78,92,1.39
346,Kampot,KH,2022-12-21 20:57:00,10.6167,104.1833,69.85,77,99,4.18
347,Marzuq,YE,2022-12-21 20:57:00,14.4,46.4667,59.49,76,0,4.52
348,Toktogul,KG,2022-12-21 20:57:01,41.8708,72.9402,23.88,92,94,1.01
349,Plettenberg Bay,ZA,2022-12-21 20:57:02,-34.0527,23.3716,66.13,70,0,8.86
350,Kloulklubed,PW,2022-12-21 20:57:03,7.0419,134.2556,82.87,72,81,4.72
351,Santiago Del Estero,AR,2022-12-21 20:54:18,-27.7951,-64.2615,106.12,14,2,10.56
352,Kanalion,GR,2022-12-21 20:57:05,39.6056,19.8925,51.82,93,20,0.0
353,Binga,ZW,2022-12-21 20:57:06,-17.6203,27.3414,74.59,75,99,7.61
354,Abu Ghosh,IL,2022-12-21 20:56:06,31.8059,35.1093,54.61,93,28,1.99
355,Bonthe,SL,2022-12-21 20:57:08,7.5264,-12.505,79.65,75,96,7.63
356,Bandarbeyla,SO,2022-12-21 20:57:09,9.4942,50.8122,76.82,80,11,15.05
357,Champerico,GT,2022-12-21 20:57:10,14.3,-91.9167,84.74,66,6,7.54
358,Ingham,US,2022-12-21 20:57:11,42.6,-84.3833,31.01,68,0,4.61
359,Hami,CN,2022-12-21 20:57:12,42.8,93.45,22.53,39,100,2.35
360,Pitimbu,BR,2022-12-21 20:57:13,-7.4706,-34.8086,82.99,72,78,13.62
361,Cooma,AU,2022-12-21 20:57:15,-36.2333,149.1333,55.71,72,100,3.24
362,Tevaitoa,PF,2022-12-21 20:57:16,-16.7833,-151.5,81.3,75,85,21.47
363,Teknaf,BD,2022-12-21 20:57:17,20.8624,92.3058,63.05,73,3,5.5
364,Shiyan,CN,2022-12-21 20:57:18,32.6475,110.7781,40.42,55,0,1.36
365,Semey,KZ,2022-12-21 20:57:19,50.4111,80.2275,17.28,70,80,23.91
366,Moerai,PF,2022-12-21 20:57:20,-22.4333,-151.3333,77.56,83,100,12.62
367,Aasiaat,GL,2022-12-21 20:57:21,68.7098,-52.8699,0.1,82,76,4.61
368,Soyo,AO,2022-12-21 20:58:21,-6.1349,12.3689,78.49,78,97,5.86
369,Amazar,RU,2022-12-21 20:58:22,53.858,120.875,-23.33,97,22,3.76
370,Sao Caetano De Odivelas,BR,2022-12-21 20:58:24,-0.75,-48.02,77.22,89,61,7.29
371,Izazi,TZ,2022-12-21 20:58:25,-7.2,35.7333,73.2,77,100,2.13
372,Puerto Maldonado,PE,2022-12-21 20:58:26,-12.6,-69.1833,77.4,83,20,2.3
373,Sao Joao Da Barra,BR,2022-12-21 20:58:26,-21.6403,-41.0511,77.09,87,19,18.81
374,Aklavik,CA,2022-12-21 20:58:27,68.2191,-135.0107,-5.8,71,75,8.05
375,Jalu,LY,2022-12-21 20:58:28,29.0331,21.5482,52.9,58,2,7.74
376,Lata,PT,2022-12-21 20:58:28,40.1629,-8.3327,61.07,97,99,5.91
377,Boden,SE,2022-12-21 20:58:29,65.8252,21.6886,23.0,96,100,1.74
378,Moose Factory,CA,2022-12-21 20:58:30,51.2585,-80.6094,-0.42,78,40,16.11
379,Brae,GB,2022-12-21 20:58:30,60.3964,-1.353,43.29,81,92,9.22
380,Isla Mujeres,MX,2022-12-21 20:58:31,21.2311,-86.731,82.45,77,4,4.85
381,Gorontalo,ID,2022-12-21 20:58:31,0.5412,123.0595,75.15,94,69,2.91
382,Teya,RU,2022-12-21 20:58:32,60.3778,92.6267,14.13,97,100,1.92
383,Susono,JP,2022-12-21 20:58:33,35.2184,138.8817,43.18,95,100,4.99
384,Krasnoarmeysk,RU,2022-12-21 20:58:34,51.0239,45.6969,18.68,97,53,3.22
385,Bahia De Caraquez,EC,2022-12-21 20:58:35,-0.6,-80.4167,82.58,77,96,12.3
386,Pevek,RU,2022-12-21 20:58:36,69.7008,170.3133,3.69,66,0,2.75
387,Moba,CN,2022-12-21 20:58:37,33.2288,105.0179,26.58,51,48,4.52
388,Monrovia,LR,2022-12-21 20:58:38,6.3005,-10.7969,76.77,74,93,8.5
389,Sorland,NO,2022-12-21 20:58:39,67.667,12.6934,35.46,65,100,16.51
390,Byron Bay,AU,2022-12-21 20:57:08,-28.65,153.6167,67.71,63,20,1.43
391,Vostok,RU,2022-12-21 20:58:41,46.4856,135.8833,13.68,91,100,3.85
392,Hithadhoo,MV,2022-12-21 20:58:42,-0.6,73.0833,81.23,71,78,17.69
393,Omegna,IT,2022-12-21 20:58:44,45.8798,8.408,45.79,82,100,2.33
394,Port-Gentil,GA,2022-12-21 20:58:45,-0.7193,8.7815,78.76,89,40,4.61
395,Purificacion,CO,2022-12-21 20:58:45,3.8587,-74.9313,85.8,60,10,2.33
396,Visby,SE,2022-12-21 20:58:46,57.6409,18.296,40.05,93,75,10.36
397,Nome,US,2022-12-21 20:54:39,64.5011,-165.4064,12.11,63,0,21.23
398,Burnie,AU,2022-12-21 20:58:47,-41.0667,145.9167,59.94,65,100,9.69
399,Lungi,SL,2022-12-21 20:58:48,9.2212,-12.6831,77.94,43,100,6.44
400,Te Anau,NZ,2022-12-21 20:58:49,-45.4167,167.7167,62.58,66,30,1.45
401,Occhiobello,IT,2022-12-21 20:58:49,44.9207,11.5802,43.97,89,100,3.2
402,Harlingen,US,2022-12-21 20:56:00,26.1906,-97.6961,66.11,74,40,10.36
403,Nemuro,JP,2022-12-21 20:58:51,43.3236,145.575,34.43,64,100,9.35
404,Mayumba,GA,2022-12-21 20:58:52,-3.432,10.6554,77.09,85,98,2.33
405,Nhulunbuy,AU,2022-12-21 20:58:55,-12.2333,136.7667,75.81,100,100,3.44
406,Mitzic,GA,2022-12-21 20:58:56,0.7821,11.549,69.69,94,100,1.97
407,Atambua,ID,2022-12-21 20:58:57,-9.1061,124.8925,73.33,82,100,1.1
408,Tessalit,ML,2022-12-21 20:58:58,20.1986,1.0114,65.91,27,66,10.74
409,Peniche,PT,2022-12-21 20:55:51,39.3558,-9.3811,62.29,94,95,12.91
410,Bubaque,GW,2022-12-21 20:59:00,11.2833,-15.8333,81.25,71,100,11.79
411,Baleshwar,IN,2022-12-21 20:59:01,21.4942,86.9317,60.42,41,66,4.18
412,Tiarei,PF,2022-12-21 20:59:02,-17.5333,-149.3333,84.22,82,45,20.4
413,Clyde River,CA,2022-12-21 20:59:05,70.4692,-68.5914,-10.97,84,75,11.5
414,Sweetwater,US,2022-12-21 21:00:09,25.7634,-80.3731,79.0,84,100,1.01
415,Lahaina,US,2022-12-21 20:59:46,20.8783,-156.6825,81.81,65,2,7.27
416,Abnub,EG,2022-12-21 21:00:12,27.2696,31.1511,57.97,58,4,7.81
417,Muzhi,RU,2022-12-21 21:00:13,65.3667,64.6667,-1.14,84,59,10.22
418,Mosquera,CO,2022-12-21 20:57:13,4.7059,-74.2302,64.49,68,40,14.97
419,Wismar,DE,2022-12-21 21:00:14,53.9,11.4667,44.13,96,80,5.01
420,Wanaka,NZ,2022-12-21 21:00:16,-44.7,169.15,62.11,66,37,3.0
421,Weston,US,2022-12-21 20:57:55,26.1004,-80.3998,79.0,77,75,10.36
422,Consett,GB,2022-12-21 21:00:17,54.854,-1.8316,44.73,84,83,15.03
423,Sampit,ID,2022-12-21 21:00:18,-2.5333,112.95,74.3,98,100,2.48
424,Necochea,AR,2022-12-21 21:00:19,-38.5473,-58.7368,80.37,44,100,25.28
425,Saeby,DK,2022-12-21 21:00:19,57.3319,10.5225,40.96,94,100,14.45
426,Muisne,EC,2022-12-21 21:00:20,0.6,-80.0333,77.25,79,38,8.9
427,Inverell,AU,2022-12-21 21:00:21,-29.7833,151.1167,64.67,77,36,5.99
428,Stromness,GB,2022-12-21 21:00:21,58.965,-3.296,37.36,79,87,4.29
429,San Patricio,US,2022-12-21 21:00:22,28.017,-97.5169,57.9,63,100,2.35
430,A Coruna,ES,2022-12-21 21:00:22,43.3713,-8.396,63.79,77,75,8.05
431,Qiongshan,CN,2022-12-21 21:00:23,20.0058,110.3542,61.93,63,100,3.58
432,Blagoyevo,RU,2022-12-21 21:00:24,63.3667,47.9167,14.65,92,100,12.35
433,Sibu,MY,2022-12-21 21:00:25,2.3,111.8167,73.87,99,100,1.57
434,Coahuayana,MX,2022-12-21 21:00:25,18.7333,-103.6833,86.11,44,47,6.58
435,Talnakh,RU,2022-12-21 21:00:27,69.4865,88.3972,-11.34,98,100,7.54
436,Svetlogorsk,BY,2022-12-21 21:00:29,52.6333,29.7333,33.22,87,100,9.4
437,Shitkino,RU,2022-12-21 21:00:30,56.3703,98.3543,10.53,96,98,3.8
438,West Wendover,US,2022-12-21 21:00:33,40.7391,-114.0733,43.9,55,70,26.91
439,Terrace,CA,2022-12-21 20:55:39,54.5163,-128.6035,-4.09,49,0,23.02
440,Karratha,AU,2022-12-21 21:00:35,-20.7377,116.8463,74.97,77,22,5.03
441,Devils Lake,US,2022-12-21 21:00:36,48.1128,-98.8651,-12.89,97,100,8.52
442,Henties Bay,NA,2022-12-21 21:00:37,-22.116,14.2845,62.94,88,0,4.5
443,Kabinda,CD,2022-12-21 21:00:37,-6.1333,24.4833,65.39,97,100,0.76
444,Ozernovskiy,RU,2022-12-21 21:00:38,51.5,156.5167,33.22,84,100,19.01
445,Biguacu,BR,2022-12-21 21:00:38,-27.4942,-48.6556,72.95,96,34,4.88
446,Yelizavetino,RU,2022-12-21 21:00:39,59.4916,29.7938,34.36,99,100,9.82
447,Amapa,BR,2022-12-21 21:00:39,1.0,-52.0,73.51,97,100,4.21
448,San Ramon,US,2022-12-21 21:00:07,37.7799,-121.978,60.67,63,13,4.0
449,Rockhampton,AU,2022-12-21 22:00:20,-23.3833,150.5,73.29,64,42,9.22
450,Mareeba,AU,2022-12-21 22:02:33,-17.0,145.4333,76.44,84,100,7.81
451,Okha,RU,2022-12-21 22:02:34,53.5739,142.9478,3.13,94,98,21.61
452,Huarmey,PE,2022-12-21 22:02:34,-10.0681,-78.1522,73.53,77,99,9.98
453,Margate,GB,2022-12-21 22:02:35,51.3813,1.3862,49.3,94,94,1.99
454,Korhogo,CI,2022-12-21 22:02:35,9.45,-5.6333,73.13,18,80,5.99
455,Brigantine,US,2022-12-21 22:02:36,39.4101,-74.3646,39.02,71,0,4.61
456,Biak,ID,2022-12-21 22:03:36,-0.9131,122.8766,76.59,79,95,2.33
457,Glendive,US,2022-12-21 22:03:37,47.1053,-104.7125,-18.51,76,100,19.57
458,Champasak,LA,2022-12-21 22:03:37,14.75,106.0,60.84,93,100,0.87
459,Mehamn,NO,2022-12-21 22:03:38,71.0357,27.8492,24.75,86,75,6.91
460,Monywa,MM,2022-12-21 22:03:38,22.1167,95.1333,64.9,76,13,5.21
461,Mayma,RU,2022-12-21 22:03:38,52.0197,85.9114,25.54,84,76,4.23
462,Shenkursk,RU,2022-12-21 22:03:39,62.1091,42.896,20.05,93,100,13.51
463,La Seyne-Sur-Mer,FR,2022-12-21 22:01:56,43.0982,5.8847,56.88,85,2,7.0
464,Xuchang,CN,2022-12-21 22:03:39,34.0167,113.8167,28.22,23,0,6.55
465,Sidi Ali,DZ,2022-12-21 22:03:40,36.0998,0.4206,56.41,93,59,7.65
466,Bilibino,RU,2022-12-21 22:03:40,68.0546,166.4372,3.69,63,0,4.85
467,Staryy Nadym,RU,2022-12-21 22:03:41,65.6118,72.6842,-9.98,97,99,8.43
468,Lorengau,PG,2022-12-21 22:03:41,-2.0226,147.2712,81.39,79,85,1.77
469,Berdigestyakh,RU,2022-12-21 22:03:42,62.0989,126.6992,-39.48,100,56,1.81
470,Cascais,PT,2022-12-21 22:03:42,38.6979,-9.4215,64.51,95,86,30.0
471,Puerto Escondido,MX,2022-12-21 22:03:43,15.85,-97.0667,85.03,61,20,5.75
472,Yellandu,IN,2022-12-21 22:03:43,17.6,80.3333,63.25,62,91,1.63
473,Salitral,PE,2022-12-21 22:00:37,-4.8572,-80.6811,84.58,46,19,20.42
474,Kirksville,US,2022-12-21 22:03:44,40.1948,-92.5833,29.05,71,100,12.66
475,Inirida,CO,2022-12-21 22:03:30,3.8653,-67.9239,81.32,74,86,0.51
476,Kaseda,JP,2022-12-21 22:03:44,31.4167,130.3167,52.79,67,93,25.79
477,Nioki,CD,2022-12-21 22:03:45,-2.7167,17.6833,70.63,93,100,2.98
478,Bay City,US,2022-12-21 22:01:28,43.5945,-83.8889,23.41,70,0,3.44
479,Kamenka,RU,2022-12-21 22:03:45,51.3223,42.7678,27.82,94,100,6.85
480,Waddan,LY,2022-12-21 22:03:46,29.1614,16.139,55.56,83,58,12.46
481,Comonfort,MX,2022-12-21 22:03:46,20.7167,-100.7667,73.2,29,84,7.4
482,Tura,IN,2022-12-21 22:03:47,25.5198,90.2201,58.64,78,6,2.75
483,La Union,PE,2022-12-21 22:03:47,-5.4,-80.75,82.33,50,14,18.61
484,Kununurra,AU,2022-12-21 22:03:48,-15.7667,128.7333,76.98,94,100,5.75
485,Great Yarmouth,GB,2022-12-21 22:02:11,52.6083,1.7305,46.45,92,16,10.25
486,Chantada,ES,2022-12-21 22:03:49,42.6088,-7.7712,57.54,93,89,7.58
487,Pozo Colorado,PY,2022-12-21 22:03:49,-23.4923,-58.7972,93.11,27,7,6.4
488,Balkanabat,TM,2022-12-21 22:03:50,39.5108,54.3671,38.12,59,25,6.06
489,Kawalu,ID,2022-12-21 22:03:50,-7.3817,108.2082,73.53,93,96,2.04
490,Barberton,ZA,2022-12-21 22:03:51,-25.7884,31.0532,62.19,93,99,2.46
491,Gornopravdinsk,RU,2022-12-21 22:03:51,60.05,69.9,-24.07,99,66,4.65
492,Birao,CF,2022-12-21 22:03:52,10.2849,22.7882,70.77,31,55,4.61
493,Alghero,IT,2022-12-21 22:01:22,40.5589,8.3181,59.09,88,20,3.44
494,Saldanha,ZA,2022-12-21 22:03:52,-33.0117,17.9442,67.41,73,0,7.52
495,Lamar,US,2022-12-21 22:03:53,33.6668,-95.5836,52.36,49,0,6.91
496,Road Town,VG,2022-12-21 22:03:53,18.4167,-64.6167,80.64,74,40,10.36
497,Laurel,US,2022-12-21 22:00:05,39.0993,-76.8483,43.02,58,0,5.75
498,Khorixas,NA,2022-12-21 22:03:54,-20.3667,14.9667,65.93,48,7,6.58
499,Mananjary,MG,2022-12-21 22:03:54,-21.2167,48.3333,75.45,92,99,11.03
500,Kerema,PG,2022-12-21 22:03:55,-7.9631,145.7785,79.38,83,88,5.14
501,Flinders,AU,2022-12-21 22:03:55,-34.5833,150.8552,68.05,69,99,8.01
502,Copiapo,CL,2022-12-21 22:00:38,-27.3667,-70.3333,80.71,31,0,7.56
503,Merke,KZ,2022-12-21 22:03:56,42.8728,73.1786,21.56,88,50,2.13
504,Anito,PH,2022-12-21 22:04:56,12.4497,125.2886,76.78,89,43,2.73
505,Liberal,US,2022-12-21 22:04:57,37.0431,-100.921,51.04,37,0,3.44
506,Vilyuysk,RU,2022-12-21 22:04:57,63.7553,121.6247,-38.34,100,72,1.99
507,Missoula,US,2022-12-21 22:01:02,47.0166,-113.8009,-7.2,68,100,3.2
508,Batemans Bay,AU,2022-12-21 22:04:58,-35.7167,150.1833,63.1,60,100,5.41
509,Maragogi,BR,2022-12-21 22:04:58,-9.0122,-35.2225,79.39,75,65,12.5
510,Luzhou,CN,2022-12-21 22:04:59,28.8724,105.4405,46.44,77,70,1.34
511,Guangshui,CN,2022-12-21 22:04:59,31.6199,113.9978,36.68,41,0,8.43
512,Torit,SS,2022-12-21 22:05:00,4.4133,32.5678,79.57,32,56,1.12
513,Tombouctou,ML,2022-12-21 22:05:00,20.0,-3.0,66.94,23,0,10.2
514,Great Falls,US,2022-12-21 22:04:48,47.5002,-111.3008,-17.34,72,100,6.91
515,Magadan,RU,2022-12-21 22:05:01,59.5667,150.8,29.28,52,97,24.79
516,Kirakira,SB,2022-12-21 22:05:01,-10.4544,161.9205,83.71,76,86,6.13
517,Ternate,ID,2022-12-21 22:05:02,0.8,127.4,81.19,82,64,5.99
518,Ushibuka,JP,2022-12-21 22:05:03,32.1906,130.0228,51.24,63,100,26.78
519,Idukki,IN,2022-12-21 22:05:03,9.85,76.9667,64.56,92,93,3.89
520,Sao Borja,BR,2022-12-21 22:05:03,-28.6606,-56.0044,86.95,21,6,4.23
521,Araceli,PH,2022-12-21 22:05:04,10.5529,119.9913,79.59,83,53,10.45
522,Hay River,CA,2022-12-21 22:05:05,60.8156,-115.7999,-20.38,98,30,3.71
523,Sambava,MG,2022-12-21 22:05:05,-14.2667,50.1667,76.84,84,64,3.51
524,Coquimbo,CL,2022-12-21 22:05:06,-29.9533,-71.3436,64.13,82,40,9.22
525,Ishigaki,JP,2022-12-21 22:05:06,24.3448,124.1572,62.67,59,14,27.72
526,Portland,US,2022-12-21 22:02:00,45.5234,-122.6762,43.0,65,0,10.36
527,Stuttgart,DE,2022-12-21 22:00:41,48.7823,9.177,50.54,89,0,5.75
528,Stornoway,GB,2022-12-21 22:05:07,58.2093,-6.3865,35.56,100,87,4.61
529,Geraldton,AU,2022-12-21 22:05:07,-28.7667,114.6,63.01,77,88,8.05
530,Vila Franca Do Campo,PT,2022-12-21 22:05:08,37.7167,-25.4333,67.19,92,95,16.69
531,Talcahuano,CL,2022-12-21 22:05:09,-36.7167,-73.1167,69.48,64,20,9.22
532,Talara,PE,2022-12-21 22:05:09,-4.5772,-81.2719,75.96,73,0,14.97
533,Kyshtovka,RU,2022-12-21 22:05:10,56.555,76.6271,-13.97,99,87,6.42
534,Soller,ES,2022-12-21 22:05:10,39.7662,2.7152,56.03,73,4,1.01
535,Billings,US,2022-12-21 22:05:11,45.7833,-108.5007,-9.27,67,40,5.01
536,Albesti,RO,2022-12-21 22:05:11,47.7,27.0667,33.13,60,93,4.38
537,Ontario,US,2022-12-21 22:05:12,34.0633,-117.6509,75.45,26,20,10.36
538,Bowen,AU,2022-12-21 22:05:12,-20.0167,148.2333,78.85,57,98,17.05
539,Hambantota,LK,2022-12-21 22:05:13,6.1241,81.1185,73.74,100,20,2.3
540,Adrar,MR,2022-12-21 22:05:13,20.5022,-10.0711,64.35,19,0,11.23
541,Halifax,CA,2022-12-21 22:02:39,44.6453,-63.5724,37.47,84,100,5.01
542,La Peca,PE,2022-12-21 22:05:14,-5.6111,-78.435,83.91,46,60,6.51
543,Tortoli,IT,2022-12-21 22:05:14,39.9256,9.6572,56.21,82,62,5.26
544,Broken Hill,AU,2022-12-21 22:05:16,-31.95,141.4333,75.34,59,80,9.89
545,Dzierzoniow,PL,2022-12-21 22:05:16,50.7282,16.6514,39.25,97,88,9.4
546,Seymchan,RU,2022-12-21 22:05:17,62.8833,152.4333,-7.74,96,30,4.16
547,Zilair,RU,2022-12-21 22:05:17,52.2332,57.4392,-8.36,100,100,2.77
548,Ajnala,IN,2022-12-21 22:05:18,31.8425,74.7589,49.96,100,100,0.0
549,Palauig,PH,2022-12-21 22:05:19,15.435,119.9045,75.63,80,100,16.17
550,Krasnyy Chikoy,RU,2022-12-21 22:05:19,50.3643,108.7512,-10.08,98,95,1.77
551,Voskresenskoye,RU,2022-12-21 22:06:20,56.8381,45.4317,13.15,94,99,9.04
552,La Ronge,CA,2022-12-21 22:06:20,55.1001,-105.2842,0.68,89,100,11.5
553,Tuscaloosa,US,2022-12-21 22:02:50,33.2098,-87.5692,51.58,82,100,3.44
554,Meget,RU,2022-12-21 22:06:21,52.415,104.0494,18.36,97,52,5.1
555,Frankfort,ZA,2022-12-21 22:06:22,-27.2667,28.4833,53.82,88,0,7.65
556,Kupang,ID,2022-12-21 22:06:22,-10.1667,123.5833,79.66,82,98,7.09
557,Bongandanga,CD,2022-12-21 22:06:23,1.5,21.05,72.12,84,96,2.48
558,Menongue,AO,2022-12-21 22:06:23,-14.6585,17.691,65.95,78,100,7.43
559,Bud,US,2022-12-21 22:06:23,39.447,-86.1758,40.75,59,100,6.26
560,Stawell,AU,2022-12-21 22:06:24,-37.05,142.7667,65.89,58,89,5.08
561,Tautira,PF,2022-12-21 22:03:06,-17.7333,-149.15,80.06,82,21,18.97
562,Ugoofaaru,MV,2022-12-21 22:06:25,5.6667,73.0,80.56,76,91,6.31
563,Skibbereen,IE,2022-12-21 22:06:25,51.55,-9.2667,51.12,98,100,5.99
564,Belaya Gora,RU,2022-12-21 22:06:26,68.5333,146.4167,-18.98,100,73,1.63
565,Hammerfest,NO,2022-12-21 22:06:26,70.6634,23.6821,19.85,79,75,3.44
566,Russkiy Kameshkir,RU,2022-12-21 22:06:27,52.8589,46.0892,17.37,98,84,6.64
